"","codmunres","uf","total"
"1153",260370,"PE",9
"1154",260380,"PE",1
"1155",260390,"PE",1
"1156",260392,"PE",2
"1157",260400,"PE",29
"1158",260410,"PE",163
"1159",260415,"PE",1
"1160",260420,"PE",25
"1161",260440,"PE",4
"1162",260450,"PE",6
"1163",260460,"PE",13
"1164",260470,"PE",6
"1165",260480,"PE",1
"1166",260500,"PE",19
"1167",260510,"PE",6
"1168",260515,"PE",2
"1169",260520,"PE",35
"1170",260530,"PE",5
"1171",260540,"PE",8
"1172",260550,"PE",5
"1173",260560,"PE",7
"1174",260570,"PE",9
"1175",260580,"PE",3
"1176",260590,"PE",10
"1177",260600,"PE",50
"1178",260610,"PE",18
"1179",260620,"PE",25
"1180",260640,"PE",40
"1181",260650,"PE",7
"1182",260660,"PE",14
"1183",260670,"PE",2
"1184",260680,"PE",53
"1185",260690,"PE",2
"1186",260700,"PE",8
"1187",260710,"PE",1
"1188",260720,"PE",40
"1189",260730,"PE",2
"1190",260750,"PE",5
"1191",260760,"PE",14
"1192",260765,"PE",19
"1193",260770,"PE",2
"1194",260775,"PE",13
"1195",260780,"PE",9
"1196",260790,"PE",251
"1197",260795,"PE",7
"1198",260800,"PE",7
"1199",260805,"PE",4
"1200",260810,"PE",3
"1201",260820,"PE",4
"1202",260825,"PE",2
"1203",260830,"PE",3
"1204",260840,"PE",5
"1205",260845,"PE",9
"1206",260850,"PE",10
"1207",260860,"PE",4
"1208",260870,"PE",5
"1209",260875,"PE",4
"1210",260880,"PE",12
"1211",260890,"PE",17
"1212",260900,"PE",4
"1213",260910,"PE",3
"1214",260915,"PE",6
"1215",260920,"PE",9
"1216",260930,"PE",3
"1217",260940,"PE",31
"1218",260950,"PE",13
"1219",260960,"PE",142
"1220",260970,"PE",6
"1221",260980,"PE",4
"1222",260990,"PE",14
"1223",261000,"PE",30
"1224",261010,"PE",2
"1225",261020,"PE",11
"1226",261030,"PE",1
"1227",261040,"PE",5
"1228",261050,"PE",12
"1229",261060,"PE",29
"1230",261070,"PE",84
"1231",261080,"PE",11
"1232",261090,"PE",14
"1233",261100,"PE",5
"1234",261110,"PE",86
"1235",261120,"PE",7
"1236",261130,"PE",12
"1237",261140,"PE",9
"1238",261150,"PE",5
"1239",261153,"PE",1
"1240",261160,"PE",504
"1241",261170,"PE",6
"1242",261180,"PE",18
"1243",261190,"PE",15
"1244",261200,"PE",6
"1245",261220,"PE",8
"1246",261230,"PE",2
"1247",261240,"PE",11
"1248",261245,"PE",1
"1249",261247,"PE",2
"1250",261250,"PE",30
"1251",261255,"PE",1
"1252",261260,"PE",10
"1253",261270,"PE",7
"1254",261300,"PE",18
"1255",261310,"PE",15
"1256",261320,"PE",4
"1257",261330,"PE",14
"1258",261340,"PE",21
"1259",261350,"PE",10
"1260",261360,"PE",5
"1261",261370,"PE",47
"1262",261380,"PE",15
"1263",261390,"PE",26
"1264",261410,"PE",10
"1265",261420,"PE",26
"1266",261440,"PE",1
"1267",261450,"PE",20
"1268",261460,"PE",10
"1269",261470,"PE",1
"1270",261480,"PE",3
"1271",261485,"PE",10
"1272",261500,"PE",5
"1273",261520,"PE",2
"1274",261530,"PE",22
"1275",261540,"PE",22
"1276",261550,"PE",5
"1277",261560,"PE",5
"1278",261580,"PE",3
"1279",261590,"PE",1
"1280",261600,"PE",5
"1281",261610,"PE",3
"1282",261618,"PE",1
"1283",261620,"PE",12
"1284",261630,"PE",17
"1285",261640,"PE",79
"1286",261650,"PE",5
"1287",270010,"AL",1
"1288",270020,"AL",3
"1289",270030,"AL",86
"1290",270040,"AL",26
"1291",270050,"AL",5
"1292",270060,"AL",5
"1293",270070,"AL",6
"1294",270100,"AL",11
"1295",270110,"AL",4
"1296",270120,"AL",2
"1297",270130,"AL",9
"1298",270135,"AL",2
"1299",270140,"AL",12
"1300",270160,"AL",10
"1301",270170,"AL",11
"1302",270180,"AL",4
"1303",270190,"AL",1
"1304",270210,"AL",13
"1305",270220,"AL",2
"1306",270230,"AL",19
"1307",270235,"AL",8
"1308",270240,"AL",15
"1309",270255,"AL",4
"1310",270260,"AL",4
"1311",270270,"AL",2
"1312",270280,"AL",4
"1313",270290,"AL",6
"1314",270300,"AL",6
"1315",270310,"AL",6
"1316",270320,"AL",5
"1317",270330,"AL",8
"1318",270340,"AL",1
"1319",270350,"AL",5
"1320",270360,"AL",8
"1321",270370,"AL",3
"1322",270375,"AL",4
"1323",270380,"AL",9
"1324",270400,"AL",9
"1325",270410,"AL",5
"1326",270420,"AL",4
"1327",270430,"AL",344
"1328",270440,"AL",6
"1329",270450,"AL",14
"1330",270460,"AL",2
"1331",270470,"AL",8
"1332",270500,"AL",7
"1333",270510,"AL",8
"1334",270520,"AL",7
"1335",270530,"AL",1
"1336",270540,"AL",2
"1337",270550,"AL",9
"1338",270560,"AL",5
"1339",270570,"AL",5
"1340",270590,"AL",2
"1341",270600,"AL",1
"1342",270630,"AL",16
"1343",270640,"AL",7
"1344",270642,"AL",1
"1345",270644,"AL",7
"1346",270650,"AL",2
"1347",270660,"AL",6
"1348",270670,"AL",14
"1349",270680,"AL",6
"1350",270690,"AL",13
"1351",270700,"AL",2
"1352",270710,"AL",6
"1353",270720,"AL",3
"1354",270730,"AL",17
"1355",270740,"AL",1
"1356",270750,"AL",3
"1357",270760,"AL",3
"1358",270770,"AL",35
"1359",270780,"AL",3
"1360",270790,"AL",4
"1361",270800,"AL",12
"1362",270820,"AL",1
"1363",270830,"AL",6
"1364",270840,"AL",11
"1365",270850,"AL",9
"1366",270860,"AL",15
"1367",270870,"AL",1
"1368",270880,"AL",11
"1369",270890,"AL",7
"1370",270895,"AL",2
"1371",270910,"AL",5
"1372",270915,"AL",9
"1373",270920,"AL",4
"1374",270930,"AL",18
"1375",270940,"AL",7
"1376",280000,"SE",1
"1377",280010,"SE",1
"1378",280020,"SE",7
"1379",280030,"SE",222
"1380",280040,"SE",3
"1381",280050,"SE",6
"1382",280060,"SE",14
"1383",280067,"SE",6
"1384",280070,"SE",4
"1385",280100,"SE",5
"1386",280120,"SE",12
"1387",280130,"SE",26
"1388",280140,"SE",7
"1389",280150,"SE",7
"1390",280170,"SE",22
"1391",280190,"SE",1
"1392",280200,"SE",3
"1393",280210,"SE",13
"1394",280220,"SE",2
"1395",280230,"SE",3
"1396",280240,"SE",4
"1397",280250,"SE",3
"1398",280270,"SE",9
"1399",280280,"SE",7
"1400",280290,"SE",93
"1401",280300,"SE",12
"1402",280310,"SE",1
"1403",280320,"SE",13
"1404",280330,"SE",7
"1405",280340,"SE",1
"1406",280350,"SE",29
"1407",280360,"SE",32
"1408",280370,"SE",1
"1409",280380,"SE",1
"1410",280390,"SE",6
"1411",280400,"SE",13
"1412",280410,"SE",5
"1413",280420,"SE",5
"1414",280430,"SE",2
"1415",280440,"SE",9
"1416",280445,"SE",1
"1417",280450,"SE",8
"1418",280460,"SE",15
"1419",280470,"SE",1
"1420",280480,"SE",102
"1421",280490,"SE",2
"1422",280500,"SE",1
"1423",280520,"SE",2
"1424",280530,"SE",4
"1425",280540,"SE",6
"1426",280550,"SE",12
"1427",280560,"SE",12
"1428",280570,"SE",8
"1429",280580,"SE",3
"1430",280590,"SE",11
"1431",280600,"SE",8
"1432",280610,"SE",8
"1433",280620,"SE",5
"1434",280630,"SE",2
"1435",280640,"SE",5
"1436",280650,"SE",2
"1437",280660,"SE",2
"1438",280670,"SE",43
"1439",280680,"SE",2
"1440",280690,"SE",1
"1441",280710,"SE",9
"1442",280720,"SE",1
"1443",280740,"SE",13
"1444",280750,"SE",4
"1445",280760,"SE",10
"1446",290000,"BA",99
"1447",290010,"BA",1
"1448",290020,"BA",1
"1449",290030,"BA",21
"1450",290035,"BA",1
"1451",290040,"BA",2
"1452",290060,"BA",1
"1453",290070,"BA",83
"1454",290080,"BA",11
"1455",290090,"BA",5
"1456",290100,"BA",6
"1457",290110,"BA",16
"1458",290115,"BA",3
"1459",290120,"BA",3
"1460",290130,"BA",5
"1461",290135,"BA",1
"1462",290140,"BA",2
"1463",290160,"BA",2
"1464",290170,"BA",2
"1465",290180,"BA",6
"1466",290190,"BA",12
"1467",290195,"BA",3
"1468",290200,"BA",4
"1469",290205,"BA",5
"1470",290210,"BA",31
"1471",290220,"BA",2
"1472",290225,"BA",4
"1473",290230,"BA",3
"1474",290240,"BA",15
"1475",290250,"BA",3
"1476",290260,"BA",7
"1477",290270,"BA",11
"1478",290280,"BA",10
"1479",290290,"BA",16
"1480",290300,"BA",1
"1481",290310,"BA",1
"1482",290320,"BA",47
"1483",290323,"BA",1
"1484",290327,"BA",1
"1485",290330,"BA",3
"1486",290340,"BA",25
"1487",290350,"BA",3
"1488",290360,"BA",8
"1489",290370,"BA",3
"1490",290380,"BA",3
"1491",290390,"BA",24
"1492",290395,"BA",2
"1493",290405,"BA",6
"1494",290410,"BA",2
"1495",290430,"BA",2
"1496",290450,"BA",2
"1497",290460,"BA",21
"1498",290470,"BA",9
"1499",290475,"BA",2
"1500",290485,"BA",3
"1501",290490,"BA",13
"1502",290510,"BA",1
"1503",290520,"BA",6
"1504",290530,"BA",3
"1505",290540,"BA",8
"1506",290550,"BA",3
"1507",290560,"BA",10
"1508",290570,"BA",199
"1509",290580,"BA",24
"1510",290590,"BA",8
"1511",290600,"BA",17
"1512",290610,"BA",1
"1513",290620,"BA",8
"1514",290630,"BA",10
"1515",290640,"BA",2
"1516",290650,"BA",43
"1517",290660,"BA",2
"1518",290670,"BA",11
"1519",290680,"BA",9
"1520",290682,"BA",2
"1521",290685,"BA",4
"1522",290687,"BA",19
"1523",290690,"BA",7
"1524",290700,"BA",7
"1525",290710,"BA",4
"1526",290720,"BA",24
"1527",290730,"BA",8
"1528",290740,"BA",1
"1529",290750,"BA",30
"1530",290760,"BA",3
"1531",290770,"BA",2
"1532",290780,"BA",14
"1533",290790,"BA",2
"1534",290800,"BA",14
"1535",290810,"BA",1
"1536",290820,"BA",15
"1537",290830,"BA",5
"1538",290840,"BA",31
"1539",290850,"BA",12
"1540",290860,"BA",16
"1541",290870,"BA",1
"1542",290890,"BA",6
"1543",290900,"BA",1
"1544",290910,"BA",1
"1545",290920,"BA",2
"1546",290930,"BA",7
"1547",290940,"BA",1
"1548",290960,"BA",10
"1549",290980,"BA",25
"1550",290990,"BA",17
"1551",291000,"BA",4
"1552",291005,"BA",59
"1553",291030,"BA",2
"1554",291040,"BA",7
"1555",291050,"BA",24
"1556",291060,"BA",22
"1557",291070,"BA",11
"1558",291072,"BA",45
"1559",291080,"BA",255
"1560",291085,"BA",2
"1561",291090,"BA",1
"1562",291100,"BA",7
"1563",291110,"BA",4
"1564",291120,"BA",18
"1565",291125,"BA",2
"1566",291130,"BA",4
"1567",291140,"BA",2
"1568",291150,"BA",1
"1569",291160,"BA",2
"1570",291165,"BA",3
"1571",291170,"BA",29
"1572",291180,"BA",9
"1573",291185,"BA",2
"1574",291190,"BA",5
"1575",291210,"BA",10
"1576",291220,"BA",4
"1577",291230,"BA",4
"1578",291240,"BA",3
"1579",291270,"BA",9
"1580",291280,"BA",2
"1581",291290,"BA",12
"1582",291300,"BA",2
"1583",291310,"BA",1
"1584",291320,"BA",5
"1585",291330,"BA",4
"1586",291340,"BA",2
"1587",291345,"BA",6
"1588",291350,"BA",17
"1589",291360,"BA",90
"1590",291370,"BA",36
"1591",291380,"BA",3
"1592",291390,"BA",22
"1593",291400,"BA",20
"1594",291430,"BA",1
"1595",291440,"BA",3
"1596",291450,"BA",15
"1597",291460,"BA",27
"1598",291465,"BA",16
"1599",291470,"BA",26
"1600",291480,"BA",134
"1601",291490,"BA",9
"1602",291500,"BA",7
"1603",291510,"BA",5
"1604",291520,"BA",3
"1605",291530,"BA",4
"1606",291535,"BA",2
"1607",291540,"BA",6
"1608",291550,"BA",15
"1609",291560,"BA",52
"1610",291570,"BA",1
"1611",291580,"BA",8
"1612",291600,"BA",8
"1613",291610,"BA",12
"1614",291620,"BA",2
"1615",291630,"BA",2
"1616",291640,"BA",21
"1617",291650,"BA",5
"1618",291670,"BA",1
"1619",291680,"BA",4
"1620",291685,"BA",9
"1621",291690,"BA",4
"1622",291700,"BA",11
"1623",291710,"BA",5
"1624",291720,"BA",3
"1625",291730,"BA",19
"1626",291733,"BA",1
"1627",291735,"BA",2
"1628",291740,"BA",1
"1629",291750,"BA",22
"1630",291760,"BA",7
"1631",291770,"BA",4
"1632",291780,"BA",1
"1633",291790,"BA",6
"1634",291800,"BA",44
"1635",291810,"BA",6
"1636",291820,"BA",2
"1637",291830,"BA",4
"1638",291835,"BA",5
"1639",291840,"BA",93
"1640",291845,"BA",3
"1641",291850,"BA",6
"1642",291855,"BA",10
"1643",291860,"BA",1
"1644",291880,"BA",6
"1645",291900,"BA",1
"1646",291905,"BA",3
"1647",291910,"BA",4
"1648",291915,"BA",15
"1649",291920,"BA",130
"1650",291930,"BA",3
"1651",291950,"BA",3
"1652",291955,"BA",33
"1653",291960,"BA",3
"1654",291970,"BA",1
"1655",291980,"BA",1
"1656",291990,"BA",1
"1657",291992,"BA",3
"1658",292000,"BA",2
"1659",292010,"BA",10
"1660",292020,"BA",3
"1661",292030,"BA",1
"1662",292040,"BA",4
"1663",292045,"BA",1
"1664",292050,"BA",5
"1665",292060,"BA",15
"1666",292070,"BA",8
"1667",292080,"BA",4
"1668",292090,"BA",4
"1669",292100,"BA",27
"1670",292105,"BA",1
"1671",292110,"BA",17
"1672",292120,"BA",4
"1673",292130,"BA",5
"1674",292140,"BA",2
"1675",292145,"BA",2
"1676",292150,"BA",10
"1677",292160,"BA",4
"1678",292170,"BA",12
"1679",292180,"BA",3
"1680",292200,"BA",23
"1681",292205,"BA",5
"1682",292210,"BA",7
"1683",292220,"BA",5
"1684",292225,"BA",2
"1685",292230,"BA",17
"1686",292240,"BA",5
"1687",292250,"BA",9
"1688",292260,"BA",8
"1689",292265,"BA",2
"1690",292273,"BA",1
"1691",292275,"BA",1
"1692",292285,"BA",2
"1693",292290,"BA",13
"1694",292300,"BA",28
"1695",292303,"BA",2
"1696",292305,"BA",2
"1697",292310,"BA",5
"1698",292320,"BA",4
"1699",292330,"BA",1
"1700",292335,"BA",2
"1701",292340,"BA",2
"1702",292350,"BA",2
"1703",292360,"BA",4
"1704",292370,"BA",3
"1705",292380,"BA",4
"1706",292390,"BA",7
"1707",292400,"BA",37
"1708",292405,"BA",8
"1709",292420,"BA",3
"1710",292430,"BA",1
"1711",292440,"BA",5
"1712",292460,"BA",5
"1713",292465,"BA",1
"1714",292467,"BA",3
"1715",292480,"BA",6
"1716",292490,"BA",1
"1717",292500,"BA",20
"1718",292510,"BA",9
"1719",292520,"BA",21
"1720",292525,"BA",5
"1721",292530,"BA",53
"1722",292540,"BA",2
"1723",292550,"BA",17
"1724",292560,"BA",3
"1725",292570,"BA",1
"1726",292575,"BA",10
"1727",292580,"BA",2
"1728",292590,"BA",5
"1729",292593,"BA",2
"1730",292595,"BA",2
"1731",292600,"BA",9
"1732",292610,"BA",8
"1733",292620,"BA",5
"1734",292630,"BA",13
"1735",292640,"BA",8
"1736",292650,"BA",1
"1737",292660,"BA",13
"1738",292690,"BA",1
"1739",292700,"BA",27
"1740",292710,"BA",6
"1741",292720,"BA",15
"1742",292730,"BA",3
"1743",292740,"BA",1204
"1744",292750,"BA",4
"1745",292760,"BA",2
"1746",292770,"BA",19
"1747",292780,"BA",1
"1748",292790,"BA",3
"1749",292800,"BA",12
"1750",292805,"BA",2
"1751",292810,"BA",12
"1752",292820,"BA",2
"1753",292830,"BA",3
"1754",292840,"BA",7
"1755",292850,"BA",2
"1756",292860,"BA",32
"1757",292870,"BA",63
"1758",292880,"BA",10
"1759",292890,"BA",4
"1760",292895,"BA",3
"1761",292900,"BA",6
"1762",292905,"BA",9
"1763",292910,"BA",15
"1764",292920,"BA",11
"1765",292925,"BA",6
"1766",292930,"BA",6
"1767",292935,"BA",2
"1768",292937,"BA",3
"1769",292940,"BA",1
"1770",292950,"BA",20
"1771",292960,"BA",8
"1772",292970,"BA",13
"1773",292975,"BA",16
"1774",292980,"BA",5
"1775",292990,"BA",7
"1776",293000,"BA",2
"1777",293010,"BA",27
"1778",293015,"BA",9
"1779",293020,"BA",8
"1780",293030,"BA",6
"1781",293040,"BA",3
"1782",293050,"BA",36
"1783",293060,"BA",6
"1784",293070,"BA",64
"1785",293075,"BA",3
"1786",293076,"BA",1
"1787",293077,"BA",7
"1788",293080,"BA",5
"1789",293090,"BA",2
"1790",293100,"BA",5
"1791",293105,"BA",1
"1792",293110,"BA",3
"1793",293120,"BA",5
"1794",293130,"BA",5
"1795",293135,"BA",65
"1796",293140,"BA",3
"1797",293150,"BA",2
"1798",293160,"BA",11
"1799",293170,"BA",4
"1800",293180,"BA",2
"1801",293190,"BA",19
"1802",293210,"BA",2
"1803",293220,"BA",12
"1804",293230,"BA",16
"1805",293240,"BA",4
"1806",293245,"BA",3
"1807",293250,"BA",13
"1808",293270,"BA",10
"1809",293280,"BA",8
"1810",293290,"BA",43
"1811",293300,"BA",3
"1812",293305,"BA",16
"1813",293310,"BA",1
"1814",293315,"BA",4
"1815",293317,"BA",2
"1816",293320,"BA",24
"1817",293325,"BA",5
"1818",293330,"BA",155
"1819",293340,"BA",1
"1820",293345,"BA",2
"1821",293350,"BA",13
"1822",293360,"BA",18
"1823",310000,"MG",14
"1824",310010,"MG",1
"1825",310030,"MG",1
"1826",310050,"MG",1
"1827",310060,"MG",1
"1828",310090,"MG",5
"1829",310110,"MG",7
"1830",310150,"MG",5
"1831",310160,"MG",2
"1832",310170,"MG",8
"1833",310180,"MG",5
"1834",310210,"MG",1
"1835",310220,"MG",3
"1836",310260,"MG",4
"1837",310270,"MG",2
"1838",310285,"MG",1
"1839",310300,"MG",2
"1840",310320,"MG",1
"1841",310340,"MG",4
"1842",310350,"MG",23
"1843",310370,"MG",2
"1844",310390,"MG",4
"1845",310400,"MG",6
"1846",310440,"MG",1
"1847",310450,"MG",2
"1848",310460,"MG",4
"1849",310470,"MG",2
"1850",310500,"MG",4
"1851",310510,"MG",1
"1852",310520,"MG",2
"1853",310540,"MG",4
"1854",310560,"MG",9
"1855",310590,"MG",1
"1856",310620,"MG",370
"1857",310630,"MG",1
"1858",310650,"MG",3
"1859",310670,"MG",86
"1860",310680,"MG",1
"1861",310710,"MG",3
"1862",310730,"MG",3
"1863",310740,"MG",6
"1864",310780,"MG",1
"1865",310800,"MG",3
"1866",310820,"MG",1
"1867",310825,"MG",1
"1868",310850,"MG",1
"1869",310855,"MG",2
"1870",310860,"MG",2
"1871",310900,"MG",2
"1872",310910,"MG",1
"1873",310930,"MG",2
"1874",310940,"MG",5
"1875",310990,"MG",2
"1876",311000,"MG",10
"1877",311020,"MG",2
"1878",311050,"MG",2
"1879",311070,"MG",1
"1880",311080,"MG",1
"1881",311100,"MG",1
"1882",311110,"MG",1
"1883",311120,"MG",5
"1884",311140,"MG",1
"1885",311160,"MG",2
"1886",311170,"MG",1
"1887",311200,"MG",4
"1888",311205,"MG",2
"1889",311210,"MG",2
"1890",311230,"MG",9
"1891",311250,"MG",1
"1892",311260,"MG",2
"1893",311265,"MG",1
"1894",311270,"MG",2
"1895",311280,"MG",1
"1896",311300,"MG",4
"1897",311330,"MG",4
"1898",311340,"MG",14
"1899",311370,"MG",2
"1900",311380,"MG",1
"1901",311420,"MG",1
"1902",311430,"MG",4
"1903",311440,"MG",1
"1904",311510,"MG",1
"1905",311530,"MG",3
"1906",311545,"MG",3
"1907",311550,"MG",1
"1908",311570,"MG",1
"1909",311580,"MG",1
"1910",311600,"MG",3
"1911",311610,"MG",1
"1912",311615,"MG",2
"1913",311660,"MG",1
"1914",311670,"MG",1
"1915",311680,"MG",4
"1916",311710,"MG",1
"1917",311730,"MG",2
"1918",311740,"MG",1
"1919",311750,"MG",5
"1920",311760,"MG",1
"1921",311780,"MG",1
"1922",311783,"MG",1
"1923",311787,"MG",1
"1924",311790,"MG",1
"1925",311800,"MG",11
"1926",311830,"MG",6
"1927",311840,"MG",2
"1928",311860,"MG",102
"1929",311880,"MG",2
"1930",311910,"MG",2
"1931",311930,"MG",7
"1932",311940,"MG",24
"1933",311950,"MG",1
"1934",311995,"MG",1
"1935",312000,"MG",1
"1936",312010,"MG",1
"1937",312015,"MG",2
"1938",312020,"MG",1
"1939",312070,"MG",1
"1940",312080,"MG",1
"1941",312090,"MG",11
"1942",312110,"MG",1
"1943",312140,"MG",1
"1944",312160,"MG",5
"1945",312180,"MG",1
"1946",312200,"MG",5
"1947",312220,"MG",1
"1948",312230,"MG",43
"1949",312235,"MG",2
"1950",312245,"MG",1
"1951",312290,"MG",1
"1952",312330,"MG",2
"1953",312350,"MG",1
"1954",312352,"MG",1
"1955",312360,"MG",1
"1956",312370,"MG",1
"1957",312390,"MG",1
"1958",312400,"MG",13
"1959",312410,"MG",8
"1960",312480,"MG",1
"1961",312490,"MG",1
"1962",312500,"MG",1
"1963",312510,"MG",2
"1964",312530,"MG",1
"1965",312560,"MG",2
"1966",312570,"MG",1
"1967",312595,"MG",3
"1968",312610,"MG",8
"1969",312620,"MG",2
"1970",312650,"MG",2
"1971",312670,"MG",2
"1972",312675,"MG",1
"1973",312690,"MG",7
"1974",312700,"MG",2
"1975",312705,"MG",1
"1976",312710,"MG",3
"1977",312730,"MG",2
"1978",312770,"MG",88
"1979",312780,"MG",2
"1980",312800,"MG",5
"1981",312820,"MG",1
"1982",312825,"MG",1
"1983",312830,"MG",1
"1984",312840,"MG",4
"1985",312870,"MG",6
"1986",312880,"MG",1
"1987",312890,"MG",1
"1988",312910,"MG",2
"1989",312930,"MG",1
"1990",312950,"MG",3
"1991",312960,"MG",1
"1992",312970,"MG",2
"1993",312980,"MG",34
"1994",313010,"MG",5
"1995",313020,"MG",2
"1996",313030,"MG",1
"1997",313050,"MG",1
"1998",313055,"MG",1
"1999",313065,"MG",2
"2000",313090,"MG",2
"2001",313100,"MG",2
"2002",313115,"MG",8
"2003",313120,"MG",4
"2004",313130,"MG",27
"2005",313170,"MG",27
"2006",313190,"MG",13
"2007",313210,"MG",2
"2008",313220,"MG",1
"2009",313230,"MG",5
"2010",313240,"MG",7
"2011",313250,"MG",3
"2012",313320,"MG",2
"2013",313330,"MG",4
"2014",313340,"MG",1
"2015",313350,"MG",1
"2016",313370,"MG",3
"2017",313380,"MG",16
"2018",313400,"MG",2
"2019",313410,"MG",4
"2020",313420,"MG",12
"2021",313440,"MG",4
"2022",313460,"MG",9
"2023",313470,"MG",2
"2024",313480,"MG",2
"2025",313500,"MG",1
"2026",313505,"MG",14
"2027",313510,"MG",9
"2028",313520,"MG",5
"2029",313535,"MG",1
"2030",313540,"MG",1
"2031",313550,"MG",5
"2032",313560,"MG",2
"2033",313580,"MG",6
"2034",313590,"MG",1
"2035",313600,"MG",2
"2036",313620,"MG",5
"2037",313630,"MG",3
"2038",313640,"MG",1
"2039",313650,"MG",1
"2040",313652,"MG",1
"2041",313657,"MG",1
"2042",313660,"MG",1
"2043",313665,"MG",2
"2044",313670,"MG",64
"2045",313700,"MG",6
"2046",313720,"MG",4
"2047",313730,"MG",2
"2048",313740,"MG",1
"2049",313750,"MG",1
"2050",313753,"MG",4
"2051",313760,"MG",4
"2052",313770,"MG",4
"2053",313780,"MG",2
"2054",313790,"MG",1
"2055",313810,"MG",1
"2056",313820,"MG",5
"2057",313830,"MG",1
"2058",313840,"MG",2
"2059",313865,"MG",1
"2060",313890,"MG",3
"2061",313900,"MG",3
"2062",313920,"MG",2
"2063",313930,"MG",1
"2064",313940,"MG",19
"2065",313950,"MG",7
"2066",313960,"MG",2
"2067",314000,"MG",11
"2068",314030,"MG",1
"2069",314050,"MG",2
"2070",314053,"MG",1
"2071",314055,"MG",2
"2072",314070,"MG",5
"2073",314085,"MG",1
"2074",314100,"MG",3
"2075",314110,"MG",10
"2076",314140,"MG",3
"2077",314150,"MG",2
"2078",314160,"MG",1
"2079",314170,"MG",2
"2080",314180,"MG",5
"2081",314200,"MG",1
"2082",314210,"MG",2
"2083",314230,"MG",1
"2084",314240,"MG",1
"2085",314270,"MG",2
"2086",314280,"MG",2
"2087",314290,"MG",1
"2088",314310,"MG",7
"2089",314315,"MG",1
"2090",314320,"MG",1
"2091",314330,"MG",26
"2092",314340,"MG",1
"2093",314350,"MG",1
"2094",314370,"MG",1
"2095",314380,"MG",1
"2096",314390,"MG",12
"2097",314400,"MG",9
"2098",314420,"MG",1
"2099",314430,"MG",11
"2100",314435,"MG",3
"2101",314460,"MG",1
"2102",314480,"MG",10
"2103",314500,"MG",2
"2104",314505,"MG",2
"2105",314510,"MG",1
"2106",314520,"MG",17
"2107",314530,"MG",5
"2108",314560,"MG",2
"2109",314587,"MG",1
"2110",314590,"MG",1
"2111",314600,"MG",1
"2112",314610,"MG",5
"2113",314620,"MG",1
"2114",314625,"MG",2
"2115",314630,"MG",2
"2116",314640,"MG",1
"2117",314650,"MG",1
"2118",314655,"MG",2
"2119",314675,"MG",1
"2120",314690,"MG",5
"2121",314700,"MG",34
"2122",314710,"MG",15
"2123",314730,"MG",1
"2124",314740,"MG",3
"2125",314760,"MG",2
"2126",314790,"MG",3
"2127",314800,"MG",29
"2128",314810,"MG",9
"2129",314830,"MG",1
"2130",314850,"MG",1
"2131",314860,"MG",9
"2132",314870,"MG",4
"2133",314875,"MG",2
"2134",314880,"MG",1
"2135",314900,"MG",1
"2136",314930,"MG",13
"2137",314950,"MG",1
"2138",314970,"MG",2
"2139",314980,"MG",1
"2140",314990,"MG",2
"2141",314995,"MG",9
"2142",315000,"MG",1
"2143",315010,"MG",1
"2144",315020,"MG",1
"2145",315053,"MG",1
"2146",315080,"MG",2
"2147",315090,"MG",1
"2148",315110,"MG",1
"2149",315120,"MG",13
"2150",315130,"MG",2
"2151",315140,"MG",7
"2152",315150,"MG",3
"2153",315180,"MG",5
"2154",315190,"MG",2
"2155",315200,"MG",21
"2156",315210,"MG",10
"2157",315217,"MG",2
"2158",315220,"MG",6
"2159",315240,"MG",3
"2160",315250,"MG",4
"2161",315280,"MG",5
"2162",315330,"MG",1
"2163",315340,"MG",3
"2164",315400,"MG",2
"2165",315410,"MG",3
"2166",315430,"MG",2
"2167",315445,"MG",1
"2168",315450,"MG",2
"2169",315460,"MG",73
"2170",315490,"MG",2
"2171",315540,"MG",1
"2172",315550,"MG",1
"2173",315560,"MG",1
"2174",315570,"MG",1
"2175",315580,"MG",1
"2176",315590,"MG",1
"2177",315630,"MG",1
"2178",315650,"MG",1
"2179",315660,"MG",1
"2180",315670,"MG",17
"2181",315680,"MG",6
"2182",315690,"MG",2
"2183",315700,"MG",3
"2184",315710,"MG",1
"2185",315720,"MG",6
"2186",315725,"MG",2
"2187",315733,"MG",1
"2188",315760,"MG",1
"2189",315770,"MG",3
"2190",315780,"MG",20
"2191",315790,"MG",1
"2192",315800,"MG",1
"2193",315810,"MG",1
"2194",315820,"MG",5
"2195",315890,"MG",5
"2196",315895,"MG",2
"2197",315935,"MG",1
"2198",315950,"MG",1
"2199",315960,"MG",3
"2200",315980,"MG",2
"2201",315990,"MG",1
"2202",316010,"MG",1
"2203",316020,"MG",1
"2204",316030,"MG",1
"2205",316040,"MG",1
"2206",316070,"MG",2
"2207",316100,"MG",1
"2208",316105,"MG",1
"2209",316110,"MG",5
"2210",316160,"MG",1
"2211",316165,"MG",1
"2212",316170,"MG",1
"2213",316180,"MG",4
"2214",316190,"MG",1
"2215",316200,"MG",1
"2216",316210,"MG",8
"2217",316240,"MG",1
"2218",316250,"MG",11
"2219",316255,"MG",4
"2220",316270,"MG",1
"2221",316280,"MG",3
"2222",316290,"MG",11
"2223",316292,"MG",9
"2224",316295,"MG",3
"2225",316300,"MG",1
"2226",316310,"MG",1
"2227",316330,"MG",1
